id	chrom	start	stop	pos_start	pos_stop	modelL	nullL	sel_coef	nSNPs	nSNPs_avail	xpclr	xpclr_norm
8_00800001_01300000	8	800001	1300000	885467	1290456	-21.932047647720804	-21.932047647720804	0.0	6.0	6.0	0.0	-0.1775749718136854
8_00900001_01400000	8	900001	1400000	903652	1319817	-13.10539458176573	-13.10539458176573	0.0	7.0	7.0	0.0	-0.1775749718136854
8_01000001_01500000	8	1000001	1500000	1191117	1473026	-24.623297776279138	-24.623297776279138	0.0	11.0	11.0	0.0	-0.1775749718136854
8_01100001_01600000	8	1100001	1600000	1191117	1591930	-33.74154417673351	-33.74154417673351	0.0	15.0	15.0	0.0	-0.1775749718136854
8_01200001_01700000	8	1200001	1700000	1290456	1643962	-29.183437051023283	-29.183437051023283	0.0	18.0	18.0	0.0	-0.1775749718136854
8_01300001_01800000	8	1300001	1800000	1311015	1784793	-38.30113568827138	-38.30113568827138	0.0	20.0	20.0	0.0	-0.1775749718136854
8_01400001_01900000	8	1400001	1900000	1452232	1891362	-53.40331275375801	-53.40331275375801	0.0	25.0	25.0	0.0	-0.1775749718136854
8_01500001_02000000	8	1500001	2000000	1500716	1891362	-41.1529353474127	-41.1529353474127	0.0	20.0	20.0	0.0	-0.1775749718136854
8_01600001_02100000	8	1600001	2100000	1634382	2031326	-46.56677598035877	-46.56677598035877	0.0	21.0	21.0	0.0	-0.1775749718136854
8_01700001_02200000	8	1700001	2200000	1719150	2169559	-52.52419924909151	-52.52419924909151	0.0	19.0	19.0	0.0	-0.1775749718136854
8_01800001_02300000	8	1800001	2300000	1806110	2271344	-52.72230125025108	-52.72230125025108	0.0	20.0	20.0	0.0	-0.1775749718136854
8_01900001_02400000	8	1900001	2400000	2009304	2350838	-42.93735122640443	-42.93735122640443	0.0	14.0	14.0	0.0	-0.1775749718136854
8_02000001_02500000	8	2000001	2500000	2009304	2498457	-55.80975339006662	-55.80975339006662	0.0	20.0	20.0	0.0	-0.1775749718136854
8_02100001_02600000	8	2100001	2600000	2137742	2564179	-61.571730534598586	-61.571730534598586	0.0	22.0	22.0	0.0	-0.1775749718136854
8_02200001_02700000	8	2200001	2700000	2205232	2678560	-59.590899512619764	-59.590899512619764	0.0	22.0	22.0	0.0	-0.1775749718136854
8_02300001_02800000	8	2300001	2800000	2349458	2798948	-55.5107765085619	-55.57734252381126	1e-05	22.0	22.0	0.13313203049872868	-0.07609665441214808
8_02400001_02900000	8	2400001	2900000	2450122	2851845	-52.179400310599256	-52.179400310599256	0.0	23.0	23.0	0.0	-0.1775749718136854
8_02500001_03000000	8	2500001	3000000	2509766	2982152	-43.98453156974051	-43.98453156974051	0.0	24.0	24.0	0.0	-0.1775749718136854
8_02600001_03100000	8	2600001	3100000	2616585	3060492	-33.67265841924564	-33.70985203000187	0.0001	18.0	18.0	0.07438722151245258	-0.12087419104003669
8_02700001_03200000	8	2700001	3200000	2745437	3191162	-25.566060039395104	-25.566060039395104	0.0	18.0	18.0	0.0	-0.1775749718136854
8_02800001_03300000	8	2800001	3300000	2837527	3291693	-31.275454392062446	-31.275454392062446	0.0	20.0	20.0	0.0	-0.1775749718136854
8_02900001_03400000	8	2900001	3400000	2924316	3384758	-46.824167108763426	-46.824167108763426	0.0	23.0	23.0	0.0	-0.1775749718136854
8_03000001_03500000	8	3000001	3500000	3060492	3478269	-36.974384237062154	-36.974384237062154	0.0	17.0	17.0	0.0	-0.1775749718136854
8_03100001_03600000	8	3100001	3600000	3115746	3591139	-44.7527038012039	-44.7527038012039	0.0	17.0	17.0	0.0	-0.1775749718136854
8_03200001_03700000	8	3200001	3700000	3215629	3693279	-42.763762507002156	-42.763762507002156	0.0	16.0	16.0	0.0	-0.1775749718136854
8_03300001_03800000	8	3300001	3800000	3344553	3743702	-26.73020215617597	-26.73020215617597	0.0	12.0	12.0	0.0	-0.1775749718136854
8_03400001_03900000	8	3400001	3900000	3478269	3855240	-16.282889579039004	-16.282889579039004	0.0	8.0	8.0	0.0	-0.1775749718136854
8_03500001_04000000	8	3500001	4000000	3591139	3992115	-11.378698152194042	-11.49569995460447	0.0001	11.0	11.0	0.23400360482085603	0.0007915113996949978
8_03600001_04100000	8	3600001	4100000	3627818	4094821	-11.12690691060731	-11.12690691060731	0.0	14.0	14.0	0.0	-0.1775749718136854
8_03700001_04200000	8	3700001	4200000	3705075	4120414	-4.376302661733543	-4.376302661733543	0.0	15.0	15.0	0.0	-0.1775749718136854
8_03800001_04300000	8	3800001	4300000	3814158	4120414	-4.445530110982403	-4.445530110982403	0.0	13.0	13.0	0.0	-0.1775749718136854
8_03900001_04400000	8	3900001	4400000	3951399	4120414	-4.541046256044265	-4.541046256044265	0.0	11.0	11.0	0.0	-0.1775749718136854
8_04000001_04500000	8	4000001	4500000	4084937	4120414	-4.545076197504867	-4.545076197504867	0.0	7.0	7.0	0.0	-0.1775749718136854
8_04100001_04600000	8	4100001	4600000	4107229	4120414	-4.5557509407530965	-4.5557509407530965	0.0	3.0	3.0	0.0	-0.1775749718136854
8_04200001_04700000	8	4200001	4700000	4605089	4692303	-4.081508311264842	-4.081508311264842	0.0	5.0	5.0	0.0	-0.1775749718136854
8_04300001_04800000	8	4300001	4800000	4605089	4743130	-8.552855559353869	-8.552855559353869	0.0	6.0	6.0	0.0	-0.1775749718136854
8_04400001_04900000	8	4400001	4900000	4605089	4743130	-8.552855559353869	-8.552855559353869	0.0	6.0	6.0	0.0	-0.1775749718136854
8_04500001_05000000	8	4500001	5000000	4605089	4978658	-12.351689879684868	-12.351689879684868	0.0	7.0	7.0	0.0	-0.1775749718136854
8_04600001_05100000	8	4600001	5100000	4605089	5099852	-12.181276875355534	-12.181276875355534	0.0	9.0	9.0	0.0	-0.1775749718136854
8_04700001_05200000	8	4700001	5200000	4743130	5128242	-8.109828986361082	-8.109828986361082	0.0	6.0	6.0	0.0	-0.1775749718136854
8_04800001_05300000	8	4800001	5300000	4978658	5260208	-3.754261846712705	-3.754261846712705	0.0	8.0	8.0	0.0	-0.1775749718136854
8_04900001_05400000	8	4900001	5400000	4978658	5347191	-7.172977444766568	-7.172977444766568	0.0	10.0	10.0	0.0	-0.1775749718136854
8_05000001_05500000	8	5000001	5500000	5096428	5474185	-18.785857389318487	-18.785857389318487	0.0	10.0	10.0	0.0	-0.1775749718136854
8_05100001_05600000	8	5100001	5600000	5128219	5474185	-18.859773022408458	-18.859773022408458	0.0	8.0	8.0	0.0	-0.1775749718136854
8_05200001_05700000	8	5200001	5700000	5223834	5637621	-31.193692626660102	-31.193692626660102	0.0	7.0	7.0	0.0	-0.1775749718136854
8_05300001_05800000	8	5300001	5800000	5308407	5637621	-31.14659604468823	-31.14659604468823	0.0	4.0	4.0	0.0	-0.1775749718136854
8_05400001_05900000	8	5400001	5900000	5474185	5637621	-23.857910684568843	-23.857910684568843	0.0	2.0	2.0	0.0	-0.1775749718136854
8_05500001_06000000	8	5500001	6000000	0	0				1.0	1.0		
8_05600001_06100000	8	5600001	6100000	0	0				1.0	1.0		
8_05700001_06200000	8	5700001	6200000	0	0				0.0	0.0		
8_05800001_06300000	8	5800001	6300000	0	0				0.0	0.0		
8_05900001_06400000	8	5900001	6400000	0	0				0.0	0.0		
8_06000001_06500000	8	6000001	6500000	0	0				0.0	0.0		
8_06100001_06600000	8	6100001	6600000	0	0				0.0	0.0		
8_06200001_06700000	8	6200001	6700000	0	0				0.0	0.0		
8_06300001_06800000	8	6300001	6800000	0	0				0.0	0.0		
8_06400001_06900000	8	6400001	6900000	0	0				0.0	0.0		
8_06500001_07000000	8	6500001	7000000	0	0				0.0	0.0		
8_06600001_07100000	8	6600001	7100000	7075442	7075885	-11.916354934868778	-12.9076102798876	5e-05	6.0	6.0	1.9825106900376426	1.3335703799242031
8_06700001_07200000	8	6700001	7200000	7075442	7075885	-11.916354934868778	-12.9076102798876	5e-05	6.0	6.0	1.9825106900376426	1.3335703799242031
8_06800001_07300000	8	6800001	7300000	7075442	7075885	-11.916354934868778	-12.9076102798876	5e-05	6.0	6.0	1.9825106900376426	1.3335703799242031
8_06900001_07400000	8	6900001	7400000	7075442	7075885	-11.916354934868778	-12.9076102798876	5e-05	6.0	6.0	1.9825106900376426	1.3335703799242031
8_07000001_07500000	8	7000001	7500000	7075442	7494495	-17.81653397726768	-17.81653397726768	0.0	7.0	7.0	0.0	-0.1775749718136854
8_07100001_07600000	8	7100001	7600000	0	0				1.0	1.0		
8_07200001_07700000	8	7200001	7700000	7494495	7677111	-14.051518173174063	-14.051518173174063	0.0	6.0	6.0	0.0	-0.1775749718136854
8_07300001_07800000	8	7300001	7800000	7494495	7771755	-26.315275083452256	-26.315275083452256	0.0	10.0	10.0	0.0	-0.1775749718136854
8_07400001_07900000	8	7400001	7900000	7494495	7883760	-43.50047573871247	-43.50047573871247	0.0	16.0	16.0	0.0	-0.1775749718136854
8_07500001_08000000	8	7500001	8000000	7675322	7996561	-53.62084240274304	-53.62084240274304	0.0	19.0	19.0	0.0	-0.1775749718136854
8_07600001_08100000	8	7600001	8100000	7675322	8055555	-53.60149832200414	-53.60149832200414	0.0	25.0	25.0	0.0	-0.1775749718136854
8_07700001_08200000	8	7700001	8200000	7753224	8055555	-53.15874445469616	-53.15874445469616	0.0	20.0	20.0	0.0	-0.1775749718136854
8_07800001_08300000	8	7800001	8300000	7807307	8055555	-38.83459784373248	-38.83459784373248	0.0	16.0	16.0	0.0	-0.1775749718136854
8_07900001_08400000	8	7900001	8400000	7912643	8055555	-22.221388567410344	-22.221388567410344	0.0	10.0	10.0	0.0	-0.1775749718136854
8_08000001_08500000	8	8000001	8500000	8000698	8055555	-7.192098205999689	-7.192098205999689	0.0	6.0	6.0	0.0	-0.1775749718136854
8_08100001_08600000	8	8100001	8600000	8500850	8589667	-8.096912230585387	-8.096912230585387	0.0	4.0	4.0	0.0	-0.1775749718136854
8_08200001_08700000	8	8200001	8700000	8500850	8682820	-12.21953671509523	-12.21953671509523	0.0	7.0	7.0	0.0	-0.1775749718136854
8_08300001_08800000	8	8300001	8800000	8500850	8711216	-12.177489310543255	-12.177489310543255	0.0	8.0	8.0	0.0	-0.1775749718136854
8_08400001_08900000	8	8400001	8900000	8500850	8856923	-17.56336723284739	-17.56336723284739	0.0	9.0	9.0	0.0	-0.1775749718136854
8_08500001_09000000	8	8500001	9000000	8500850	8969474	-23.228098619804065	-23.228098619804065	0.0	10.0	10.0	0.0	-0.1775749718136854
8_08600001_09100000	8	8600001	9100000	8643359	9035218	-25.23031992220917	-25.23031992220917	0.0	9.0	9.0	0.0	-0.1775749718136854
8_08700001_09200000	8	8700001	9200000	8711216	9166649	-30.136859280112233	-30.136859280112233	0.0	8.0	8.0	0.0	-0.1775749718136854
8_08800001_09300000	8	8800001	9300000	8856923	9166649	-26.182424413810292	-26.182424413810292	0.0	7.0	7.0	0.0	-0.1775749718136854
8_08900001_09400000	8	8900001	9400000	8969474	9370743	-38.759520730229845	-38.759520730229845	0.0	12.0	12.0	0.0	-0.1775749718136854
8_09000001_09500000	8	9000001	9500000	9010495	9417672	-38.2036435340385	-38.2036435340385	0.0	13.0	13.0	0.0	-0.1775749718136854
8_09100001_09600000	8	9100001	9600000	9166358	9417672	-28.104510001048002	-28.104510001048002	0.0	10.0	10.0	0.0	-0.1775749718136854
8_09200001_09700000	8	9200001	9700000	9303841	9417672	-23.07182842948901	-23.07182842948901	0.0	8.0	8.0	0.0	-0.1775749718136854
8_09300001_09800000	8	9300001	9800000	9303841	9752396	-40.40618603682391	-40.40618603682391	0.0	12.0	12.0	0.0	-0.1775749718136854
8_09400001_09900000	8	9400001	9900000	9417624	9896495	-26.73693089311735	-26.73693089311735	0.0	8.0	8.0	0.0	-0.1775749718136854
8_09500001_10000000	8	9500001	10000000	9739275	9932242	-29.334165805615374	-29.334165805615374	0.0	7.0	7.0	0.0	-0.1775749718136854
8_09600001_10100000	8	9600001	10100000	9739275	10084382	-51.85669315741846	-51.85669315741846	0.0	15.0	15.0	0.0	-0.1775749718136854
8_09700001_10200000	8	9700001	10200000	9739275	10165578	-51.79156111764502	-51.79156111764502	0.0	17.0	17.0	0.0	-0.1775749718136854
8_09800001_10300000	8	9800001	10300000	9896483	10298361	-44.07019128061069	-44.07019128061069	0.0	20.0	20.0	0.0	-0.1775749718136854
8_09900001_10400000	8	9900001	10400000	9932242	10330725	-43.864570453735	-44.59616850754408	0.0002	21.0	21.0	1.4631961076181597	0.9377289747522575
8_10000001_10500000	8	10000001	10500000	10014583	10446853	-45.48783722587551	-45.48783722587551	0.0	25.0	25.0	0.0	-0.1775749718136854
8_10100001_10600000	8	10100001	10600000	10110529	10584228	-37.65887137307523	-37.65887137307523	0.0	18.0	18.0	0.0	-0.1775749718136854
8_10200001_10700000	8	10200001	10700000	10200612	10584228	-29.979449787587072	-29.979449787587072	0.0	16.0	16.0	0.0	-0.1775749718136854
8_10300001_10800000	8	10300001	10800000	10302869	10729850	-26.69382314111582	-26.69382314111582	0.0	11.0	11.0	0.0	-0.1775749718136854
8_10400001_10900000	8	10400001	10900000	10412475	10893939	-24.25711005192089	-24.25711005192089	0.0	9.0	9.0	0.0	-0.1775749718136854
8_10500001_11000000	8	10500001	11000000	10584228	10997807	-35.58757023020603	-35.58757023020603	0.0	14.0	14.0	0.0	-0.1775749718136854
8_10600001_11100000	8	10600001	11100000	10728922	11071251	-60.885637268326214	-60.885637268326214	0.0	21.0	21.0	0.0	-0.1775749718136854
8_10700001_11200000	8	10700001	11200000	10728922	11170731	-69.2248822767353	-69.2248822767353	0.0	27.0	27.0	0.0	-0.1775749718136854
8_10800001_11300000	8	10800001	11300000	10893939	11267646	-80.33864720536448	-80.33864720536448	0.0	30.0	30.0	0.0	-0.1775749718136854
8_10900001_11400000	8	10900001	11400000	10914101	11391261	-100.9131072033579	-100.9131072033579	0.0	34.0	34.0	0.0	-0.1775749718136854
8_11000001_11500000	8	11000001	11500000	11021824	11471164	-94.02968239480857	-94.02968239480857	0.0	34.0	34.0	0.0	-0.1775749718136854
8_11100001_11600000	8	11100001	11600000	11122920	11595850	-76.57066363034777	-76.57066363034777	0.0	27.0	27.0	0.0	-0.1775749718136854
8_11200001_11700000	8	11200001	11700000	11203326	11698109	-80.58949540559027	-80.58949540559027	0.0	24.0	24.0	0.0	-0.1775749718136854
8_11300001_11800000	8	11300001	11800000	11328911	11787665	-58.01289883279444	-58.01289883279444	0.0	25.0	25.0	0.0	-0.1775749718136854
8_11400001_11900000	8	11400001	11900000	11407795	11885469	-46.63396341273531	-46.63396341273531	0.0	26.0	26.0	0.0	-0.1775749718136854
8_11500001_12000000	8	11500001	12000000	11595850	11993904	-63.19767306606174	-63.19767306606174	0.0	23.0	23.0	0.0	-0.1775749718136854
8_11600001_12100000	8	11600001	12100000	11618422	12095067	-68.61147268097167	-68.61147268097167	0.0	28.0	28.0	0.0	-0.1775749718136854
8_11700001_12200000	8	11700001	12200000	11713061	12183977	-69.48368099386298	-69.48368099386298	0.0	27.0	27.0	0.0	-0.1775749718136854
8_11800001_12300000	8	11800001	12300000	11871879	12296733	-69.3235866525826	-69.3235866525826	0.0	25.0	25.0	0.0	-0.1775749718136854
8_11900001_12400000	8	11900001	12400000	11911799	12395899	-79.58436387722725	-79.58436387722725	0.0	26.0	26.0	0.0	-0.1775749718136854
8_12000001_12500000	8	12000001	12500000	12032485	12409325	-53.54738657643447	-53.54738657643447	0.0	20.0	20.0	0.0	-0.1775749718136854
8_12100001_12600000	8	12100001	12600000	12178930	12409325	-39.5930828626401	-39.5930828626401	0.0	14.0	14.0	0.0	-0.1775749718136854
8_12200001_12700000	8	12200001	12700000	12243447	12409325	-39.56390968726527	-39.56390968726527	0.0	12.0	12.0	0.0	-0.1775749718136854
8_12300001_12800000	8	12300001	12800000	12311646	12409325	-19.13966659068917	-19.13966659068917	0.0	8.0	8.0	0.0	-0.1775749718136854
8_12400001_12900000	8	12400001	12900000	0	0				1.0	1.0		
8_12500001_13000000	8	12500001	13000000	0	0				0.0	0.0		
8_12600001_13100000	8	12600001	13100000	0	0				0.0	0.0		
8_12700001_13200000	8	12700001	13200000	0	0				0.0	0.0		
8_12800001_13300000	8	12800001	13300000	0	0				1.0	1.0		
8_12900001_13400000	8	12900001	13400000	13297135	13389756	-18.854236232735687	-18.854236232735687	0.0	7.0	7.0	0.0	-0.1775749718136854
8_13000001_13500000	8	13000001	13500000	13297135	13389756	-18.854236232735687	-18.854236232735687	0.0	7.0	7.0	0.0	-0.1775749718136854
8_13100001_13600000	8	13100001	13600000	13297135	13561967	-22.972181419074623	-22.972181419074623	0.0	9.0	9.0	0.0	-0.1775749718136854
8_13200001_13700000	8	13200001	13700000	13297135	13630881	-22.971210878988924	-22.971210878988924	0.0	12.0	12.0	0.0	-0.1775749718136854
8_13300001_13800000	8	13300001	13800000	13317621	13793281	-32.981167260389114	-32.981167260389114	0.0	18.0	18.0	0.0	-0.1775749718136854
8_13400001_13900000	8	13400001	13900000	13561712	13833577	-17.51242522817205	-17.51242522817205	0.0	16.0	16.0	0.0	-0.1775749718136854
8_13500001_14000000	8	13500001	14000000	13561712	13997258	-32.24232814903278	-32.24232814903278	0.0	27.0	27.0	0.0	-0.1775749718136854
8_13600001_14100000	8	13600001	14100000	13602337	14086452	-35.9104495533809	-35.9104495533809	0.0	29.0	29.0	0.0	-0.1775749718136854
8_13700001_14200000	8	13700001	14200000	13744409	14086452	-31.794121933851464	-31.794121933851464	0.0	26.0	26.0	0.0	-0.1775749718136854
8_13800001_14300000	8	13800001	14300000	13803223	14271000	-55.446103961031476	-55.446103961031476	0.0	29.0	29.0	0.0	-0.1775749718136854
8_13900001_14400000	8	13900001	14400000	13906426	14368080	-61.634398078462	-61.634398078462	0.0	27.0	27.0	0.0	-0.1775749718136854
8_14000001_14500000	8	14000001	14500000	14000931	14401563	-54.56532576711737	-54.56532576711737	0.0	18.0	18.0	0.0	-0.1775749718136854
8_14100001_14600000	8	14100001	14600000	14213826	14554927	-47.55327733622029	-47.55327733622029	0.0	17.0	17.0	0.0	-0.1775749718136854
8_14200001_14700000	8	14200001	14700000	14213826	14554927	-47.55327733622029	-47.55327733622029	0.0	17.0	17.0	0.0	-0.1775749718136854
8_14300001_14800000	8	14300001	14800000	14306849	14795700	-26.50560100392775	-26.50560100392775	0.0	9.0	9.0	0.0	-0.1775749718136854
8_14400001_14900000	8	14400001	14900000	14401511	14822821	-20.763916466012542	-20.763916466012542	0.0	9.0	9.0	0.0	-0.1775749718136854
8_14500001_15000000	8	14500001	15000000	14519345	14822821	-20.763916466012542	-20.763916466012542	0.0	7.0	7.0	0.0	-0.1775749718136854
8_14600001_15100000	8	14600001	15100000	14795671	15073646	-16.335709412508553	-16.335709412508553	0.0	5.0	5.0	0.0	-0.1775749718136854
8_14700001_15200000	8	14700001	15200000	14795671	15073646	-16.335709412508553	-16.335709412508553	0.0	5.0	5.0	0.0	-0.1775749718136854
8_14800001_15300000	8	14800001	15300000	14810794	15225083	-40.86856865406352	-40.86856865406352	0.0	12.0	12.0	0.0	-0.1775749718136854
8_14900001_15400000	8	14900001	15400000	15073646	15353669	-36.18529433543058	-36.18529433543058	0.0	12.0	12.0	0.0	-0.1775749718136854
8_15000001_15500000	8	15000001	15500000	15073646	15487568	-36.16474678094008	-36.16474678094008	0.0	13.0	13.0	0.0	-0.1775749718136854
8_15100001_15600000	8	15100001	15600000	15202313	15487568	-29.19822712399056	-29.19822712399056	0.0	12.0	12.0	0.0	-0.1775749718136854
8_15200001_15700000	8	15200001	15700000	15202313	15686905	-32.52414933725199	-32.52414933725199	0.0	14.0	14.0	0.0	-0.1775749718136854
8_15300001_15800000	8	15300001	15800000	15341150	15686905	-7.9912900956970185	-7.9912900956970185	0.0	5.0	5.0	0.0	-0.1775749718136854
8_15400001_15900000	8	15400001	15900000	15487568	15803242	-13.148008432216132	-13.148008432216132	0.0	4.0	4.0	0.0	-0.1775749718136854
8_15500001_16000000	8	15500001	16000000	15661203	15970937	-15.008990764158936	-15.008990764158936	0.0	5.0	5.0	0.0	-0.1775749718136854
8_15600001_16100000	8	15600001	16100000	15661203	16083760	-19.594518633671804	-19.594518633671804	0.0	6.0	6.0	0.0	-0.1775749718136854
8_15700001_16200000	8	15700001	16200000	15803242	16134497	-27.74401888444831	-27.74401888444831	0.0	9.0	9.0	0.0	-0.1775749718136854
8_15800001_16300000	8	15800001	16300000	15803242	16293717	-62.54924619169938	-62.54924619169938	0.0	18.0	18.0	0.0	-0.1775749718136854
8_15900001_16400000	8	15900001	16400000	15940044	16372151	-57.32603037424664	-57.32603037424664	0.0	20.0	20.0	0.0	-0.1775749718136854
8_16000001_16500000	8	16000001	16500000	16083760	16498156	-60.32783540291909	-60.32783540291909	0.0	20.0	20.0	0.0	-0.1775749718136854
8_16100001_16600000	8	16100001	16600000	16134146	16593862	-62.91758691990238	-62.91758691990238	0.0	22.0	22.0	0.0	-0.1775749718136854
8_16200001_16700000	8	16200001	16700000	16237107	16644161	-65.70216303592508	-65.70216303592508	0.0	20.0	20.0	0.0	-0.1775749718136854
8_16300001_16800000	8	16300001	16800000	16306913	16796542	-71.77607654150577	-71.77607654150577	0.0	22.0	22.0	0.0	-0.1775749718136854
8_16400001_16900000	8	16400001	16900000	16420844	16845995	-71.80848390271798	-71.80848390271798	0.0	27.0	27.0	0.0	-0.1775749718136854
8_16500001_17000000	8	16500001	17000000	16590168	16984563	-83.51722264309139	-83.51722264309139	0.0	34.0	34.0	0.0	-0.1775749718136854
8_16600001_17100000	8	16600001	17100000	16605471	17089351	-83.52588296184254	-83.52588296184254	0.0	39.0	39.0	0.0	-0.1775749718136854
8_16700001_17200000	8	16700001	17200000	16711632	17170643	-70.98542647224362	-70.98542647224362	0.0	40.0	40.0	0.0	-0.1775749718136854
8_16800001_17300000	8	16800001	17300000	16821769	17227737	-46.04362984066271	-46.05039329241233	1e-05	30.0	30.0	0.013526903499240461	-0.16726424943069734
8_16900001_17400000	8	16900001	17400000	16901812	17371542	-38.58897957869793	-38.58897957869793	0.0	28.0	28.0	0.0	-0.1775749718136854
8_17000001_17500000	8	17000001	17500000	17021110	17484311	-26.313875996099302	-26.313875996099302	0.0	23.0	23.0	0.0	-0.1775749718136854
8_17100001_17600000	8	17100001	17600000	17105279	17589673	-36.693079273976714	-36.693079273976714	0.0	17.0	17.0	0.0	-0.1775749718136854
8_17200001_17700000	8	17200001	17700000	17227737	17637432	-33.798256053991274	-33.798256053991274	0.0	14.0	14.0	0.0	-0.1775749718136854
8_17300001_17800000	8	17300001	17800000	17369540	17798673	-39.36755295618224	-39.36755295618224	0.0	16.0	16.0	0.0	-0.1775749718136854
8_17400001_17900000	8	17400001	17900000	17483422	17870264	-61.505794266015165	-61.505794266015165	0.0	18.0	18.0	0.0	-0.1775749718136854
8_17500001_18000000	8	17500001	18000000	17564303	17925377	-57.456100114368525	-57.456100114368525	0.0	18.0	18.0	0.0	-0.1775749718136854
8_17600001_18100000	8	17600001	18100000	17637432	18031943	-59.850440160452195	-59.850440160452195	0.0	20.0	20.0	0.0	-0.1775749718136854
8_17700001_18200000	8	17700001	18200000	17719102	18167007	-92.03594405808363	-92.03594405808363	0.0	32.0	32.0	0.0	-0.1775749718136854
8_17800001_18300000	8	17800001	18300000	17813173	18262603	-91.06973378406707	-91.06973378406707	0.0	34.0	34.0	0.0	-0.1775749718136854
8_17900001_18400000	8	17900001	18400000	17923161	18392709	-99.4431302272271	-99.4431302272271	0.0	39.0	39.0	0.0	-0.1775749718136854
8_18000001_18500000	8	18000001	18500000	18015046	18493822	-102.93111350260708	-102.93111350260708	0.0	46.0	46.0	0.0	-0.1775749718136854
8_18100001_18600000	8	18100001	18600000	18101951	18579576	-90.1390017769367	-90.1390017769367	0.0	43.0	43.0	0.0	-0.1775749718136854
8_18200001_18700000	8	18200001	18700000	18233306	18675702	-60.078038439577746	-60.078038439577746	0.0	32.0	32.0	0.0	-0.1775749718136854
8_18300001_18800000	8	18300001	18800000	18311163	18798945	-68.32306454111557	-68.32306454111557	0.0	32.0	32.0	0.0	-0.1775749718136854
8_18400001_18900000	8	18400001	18900000	18411205	18850084	-63.6611585269468	-63.6611585269468	0.0	25.0	25.0	0.0	-0.1775749718136854
8_18500001_19000000	8	18500001	19000000	18579576	18984293	-47.47753655930278	-47.47753655930278	0.0	24.0	24.0	0.0	-0.1775749718136854
8_18600001_19100000	8	18600001	19100000	18650199	19074377	-51.82868099466732	-51.82868099466732	0.0	29.0	29.0	0.0	-0.1775749718136854
8_18700001_19200000	8	18700001	19200000	18721697	19173156	-51.30673984336053	-51.30673984336053	0.0	31.0	31.0	0.0	-0.1775749718136854
8_18800001_19300000	8	18800001	19300000	18813684	19299479	-67.17023432138913	-67.17023432138913	0.0	48.0	48.0	0.0	-0.1775749718136854
8_18900001_19400000	8	18900001	19400000	18910089	19355760	-49.54209643699666	-49.54209643699666	0.0	46.0	46.0	0.0	-0.1775749718136854
8_19000001_19500000	8	19000001	19500000	19001188	19489361	-57.079127886067276	-57.079127886067276	0.0	44.0	44.0	0.0	-0.1775749718136854
8_19100001_19600000	8	19100001	19600000	19116030	19598829	-52.75329939149687	-52.75329939149687	0.0	50.0	50.0	0.0	-0.1775749718136854
8_19200001_19700000	8	19200001	19700000	19204156	19677492	-45.040409478508984	-45.040409478508984	0.0	47.0	47.0	0.0	-0.1775749718136854
8_19300001_19800000	8	19300001	19800000	19317809	19785383	-29.09655711715718	-29.09655711715718	0.0	46.0	46.0	0.0	-0.1775749718136854
8_19400001_19900000	8	19400001	19900000	19400834	19890569	-20.295980072327488	-20.295980072327488	0.0	49.0	49.0	0.0	-0.1775749718136854
8_19500001_20000000	8	19500001	20000000	19502354	19974369	-31.003502062450046	-31.003502062450046	0.0	46.0	46.0	0.0	-0.1775749718136854
8_19600001_20100000	8	19600001	20100000	19677492	20086893	-27.718733748868505	-27.718733748868505	0.0	39.0	39.0	0.0	-0.1775749718136854
8_19700001_20200000	8	19700001	20200000	19702268	20175898	-27.89488284489132	-27.89488284489132	0.0	40.0	40.0	0.0	-0.1775749718136854
8_19800001_20300000	8	19800001	20300000	19875619	20231218	-25.286007214571924	-25.286007214571924	0.0	20.0	20.0	0.0	-0.1775749718136854
8_19900001_20400000	8	19900001	20400000	19939378	20315749	-22.539397569371847	-22.539397569371847	0.0	15.0	15.0	0.0	-0.1775749718136854
8_20000001_20500000	8	20000001	20500000	20020674	20315749	-12.117888261520037	-12.117888261520037	0.0	10.0	10.0	0.0	-0.1775749718136854
8_20100001_20600000	8	20100001	20600000	20175867	20315749	-12.058147909174561	-12.058147909174561	0.0	5.0	5.0	0.0	-0.1775749718136854
8_20200001_20700000	8	20200001	20700000	20231218	20315749	-11.95150771710986	-11.95150771710986	0.0	3.0	3.0	0.0	-0.1775749718136854
8_20300001_20800000	8	20300001	20800000	20302789	20315749	-11.951507717109859	-11.951507717109859	0.0	2.0	2.0	0.0	-0.1775749718136854
8_20400001_20900000	8	20400001	20900000	20842818	20871875	-12.955789603079998	-12.955789603079998	0.0	7.0	7.0	0.0	-0.1775749718136854
8_20500001_21000000	8	20500001	21000000	20842818	20977840	-12.955789603079996	-12.955789603079996	0.0	11.0	11.0	0.0	-0.1775749718136854
8_20600001_21100000	8	20600001	21100000	20842818	21067293	-17.188046571223044	-17.188046571223044	0.0	14.0	14.0	0.0	-0.1775749718136854
8_20700001_21200000	8	20700001	21200000	20842818	21174139	-30.31795933003643	-30.31795933003643	0.0	21.0	21.0	0.0	-0.1775749718136854
8_20800001_21300000	8	20800001	21300000	20842818	21204173	-34.6505474729391	-34.6505474729391	0.0	23.0	23.0	0.0	-0.1775749718136854
8_20900001_21400000	8	20900001	21400000	20943990	21389308	-30.30536503001233	-30.30536503001233	0.0	18.0	18.0	0.0	-0.1775749718136854
